text,offensive
 temporadas pelo RALA e  titulos kkkkkkkkkk Messi em  anos de Barca tem  titulos,0
 titulos sendo que uns  Trofeus Joan Gamper que e um amistoso Bela galeria,0
Mano na boa Ivo Holanda sao  titulos sem o Joan Gamper,0
Mano na boa Valdeny as coisas nao funcionam que nem no seu mundinho nao,0
Nao teve nenhum penaltizinho pro inutil Penaldo bater  Ahhh poxa juizao,0
Mano na boa quase que ele faz um hattrick Solange So faltou  penaltis,0
Atras so do Robinho e do Fred campeoes da Copa do Brasil ,0
Bom jogador Daria um bom reserva para o Fernandinho no Fla,0
O cara joga muito mas transa com o bum bum ,1
Entao vamos somar as assistencias para ver quem ganhaOs dois sao otimos mas Messi e melhor,0
daqui a pouco vem um falar de titulo na selecao,0
no momento nao esta nem entre os  melhores  mas joga facil,0
Piada super engracada Ja pensou em fazer um teste pro Zorra Total ,0
Concordo  por cento,0
Que comentario de bosta foi esse deve acompanhar muito o futebol europeu pra fazer um comentario desse,1
Bom jogador mais nunca jogara oq o Marcelinho Carioca jogou no todo poderoso timao chorem antis,0
Vc come bosta pra falar uma asneira dessa,1
Bianca Essas Ronaldetes me dao nojo raca nojenta,1
Lugar de mulher e na pia fogao e cama,1
Ezequiel Lugar de mulher e aonde ela bem entender se doeu toda pq falou VERDADES sobre o seu idoIozinho  MACHlSTA GAY chora nao,1
Vai lavar louca dona,1
E o CR ganhou tudo o que o Messi nao ganhou Choremmmmmmmmmmmmmmmmmmmmmmmmmmmm,0
Voce nem sabe o que fala mano voce nem sabe chutar uma bola ENTENDE NADA DE FUTEBOL CRFOREVER,0
Geraldo Gallo vamos protestar Amigo Vamos invadir aquele CT e quebrar tudo,0
MARIAS NO CIO SOU LOUCO POR MARIAS,1
Marias tremem pro Galo e borram pros argentinos FATO,0
MARIA VISTA AQUELE BIQUINI QUE HOJE VOU LHE USAR PRINCESA,1
PARE COM ESSE VEXAME GENTE DEIXA ESTE CARA DE LADO,0
Ui Nooooooofa que lindo fofa Nosso galao e mara ne amiga  rajkazblanks ,1
Saudade do Otamendi Ele e Gabriel seriam uma dupla de zaga sensacional,0
dor de cotovelo das marias azuis borradeirasadoram a pagina do galo,0
Em pontos corridos nao tem apagao de refletor pra esfriar o adversario rajkazblanks ,0
Em pontos corridos nao tem jogador adversario escorregando com o gol escancarado rajkazblanks ,0
Em pontos corridos gritinhos de eu acredito nao colam rajkazblanks ,0
Em pontos corridos nao tem disputa de penalty rajkazblanks ,0
Em pontos corridos nao tem Riascos pra errar penalty aos  do segundo tempo rajkazblanks ,0
com Anelkocando ate hj Maria Ele nao e argentino nao viu Todos sabem q as Marias se borram pros argentinos,0
E uma pena que Riascos nao e Argentinota marcado na historia por dois momentos marcanteskkkkk,0
Maria detected Vai BeijarumsacoW,1
MARIAS NOS CIO  MINHAS PRESAS PREDILETAS VOU ME ESBANJAR EM DEVORALAS,0
Forca na peruca Galo RACA ROBINHO RACA PRATTO RACA CAZARES Vamos jogar com amor a camisa ,0
Concordo em partes Tem que ter sombra pro Vizeu se nao se acomoda igual ao Jorge,0
NAO ACHO NADA DEMAIS NESSE CUEVA SO FAZ GOL DE PENALTY,0
Junta todos os pontas do Fla que nao da um Cueva,0
o Flamengo sem motivacao nenhuma mete  x no santos,0
QUEREMOS UM TIME PRA GANHAR O TITULO E NAO PRA FICAR NO MEIO DA  TABELA NOVAMENTE ,0
Ue e o cheirinho que voces estavam sentindo era de que,0
Vizeu e convocado frenquentemente para a selecao sub quem ia ser o centroavante CIRINO,0
Devia e ficar o Damiao e sair o inutil do guerrero chorao,0
esse ze e  muito burro cara empresario corre solto e muita grana envolvida,0
O   PARA  TB   SE ACOMODOU UM POUCO  PODERIA REVESAR ELE E O RODNEY ,0
perfeito os garotos da base sao melhores que esses jogadores citados,0
e rogerio todos tem mais essa anta nao coloca pra jogar,0
Vai tomar seu remedio velho gaga KKKK SV,1
o tecnico e bom o time que e ruim ,0
Complicado e colocar o Cirino e Gabriel atacante que nao sabe chutar nao faz gol,0
CariacicaES ainda seria melhor Bota o jogo contra o santos e o coxa la,0
correto  Adriano Adryan e melhor q Cirino Gabriel Fernandinho etc,0
O SANTOS TODO LANCA DOIS  GAROTOS PORQUE O FLAMENGO NAO FAZ O MESMO,0
Porque e menguinho so vcs que pensam e falam que e grande,0
ze vai cuidar do titulo   jogos  mexendo mal ,0
O cara que coloca  chiquinho  para  cirino e gabriel para jogar nao pode ser normal,0
pois e os  nao foram peidods por ele para  montar o elenco entao nao vamos da porrda no cara,0
ELENCO GRANDE E DE POUQUISSIMA QUALIDADE ,0
Abel Braga ano que vem Pra disputar a libertadores e manda Gabriel e cia embora ,0
Voce nao pode estar falando serio,0
THIAGO SANTOS EH MELHOR Q GABRIEL FERNANDINHO E CIRINO JUNTOS PQ O GARORO N JOGA,0
Coloca os moleques no carioca pra pegar experiencia,0
Se for o Ze Ricardo o Tecnico da Libertadores e entregar mais uma vez ao titulo ao palmeiras,0
Demorou so digo isso ,0
ze ricardo e doido o time empata perde ele continua com esse gabriel  so pode ser um caso de amor,0
Base  Com Ze nao tem vez So jogo la medalhao e jogador de empresario Politica dinheiro no bolso ,0
NAO E POSSIVEL QUE ESSE CARA VA CONTINUAR NO COMANDO  DO TIME EM   ,0
SE ZE CONTINUAR NAO VAMOS GANHAR NADAEM HORAS DECISIVAS SEMPRE ERRA,0
Ze ricardo nao sabe avaliar nem os jogadores profissionais q estao com ele que dira a base,0
Verdade nao sabe mesmo  Escala mal e substitui pior ainda E o culpado pela perda do titulo,0
O culpado pela perda do titulo e o mesmo pela briga pelo titulo kk via entender  ,0
Prefere usar o Damiao do que o Vizeu Sem comentarios,0
Triste ve Vizeu no banco enquanto esse bosta do Lerdeiro titular Os numeros nao mentem sem ele o Flamengo e Mengao com ele menguinho,1
Um volante da base PELO AMOR DE DEUS para o lugar de Marcio AraujoPELA AMOR,0
UM DOS MELHORES  SE NW O MELHOR E RONALDO   DE VOLANTE OU LATERAL  JOGA  MUITO,0
ze ricardo     ta de brincadeira   culpa desse mane  todo jogo um time diferente  fanfarrao,0
gigante que nao ganha um nacional a  anosta de sacanagem ne,0
De tanto falarem em cheirinho perderam o olfato Rsrs,0
Ze Ricardo vc e burro,1
 O Flamengo vai assumir a ponta a Demora e voltar a jogar no Maracana,0
Assinado Molambo iludido KKKK Sv,1
Cai na Real vascainos segundo da segunda  Kkkkkkkkk,0
Mas o JUIZ e os DOIS BANDEIRINHAS que GARANTIRAM mais um ROUBO estao acertados pra ,0
ADRIANO   IMPERADOR    E   WAGNER  LOVE  E  RONALDINHO   E  FABIO  LUCIANO,0
muitos jogadores sem condicionamento fisico pra disputar um brasileirao deu nisso,0
Nao contratava mais medalhao o flamengo so gasta e gasta tendo os garotos da base,0
 O  que gasto no cuellar erradamente dava pra ter comprado o cueva,0
Santos Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk torcidinha cabe em uma Kombi kk,0
o cara se gaba de ser segundo eh pra quem nao e mais nada ser segundo e alguma coisa ja,0
Se o juiz tivesse dado o penalti em cuiaba esse bosta nao estaria falando assim,1
So ganha se ROUBAR senao e CHEIRAO DE F E Z E S mesmo,0
Da  xozota da mae ,1
Padaria do Flamengo esta vendendo muito o sonho ja acabou so resta pao ,0
O flaM E R D A vai aproveita o JUIZ e os BANDEIRINHAS no profissional em ,1
STJDacorda essa pagina e rubro negraseu viceADO,0
Digam o que quiser mas da Copinha e da OPG so a arbitragem sao promessas para  KKKK SV,0
A GAROTADA RUBRO NEGRA MANDOU LEMBRANCA DE DENTRO DA SUA CASA KKKKKKKKKKK,0
O Vitor Nastari  voce esta e com a cabeca cheia kkkkkkkkk  imagine   kkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
era o cheiro da bucelta da sua mae,1
Vamos iniciar  levando porrada Essa molecada nao tem nem corpo Vao pipocar,0
Concordo pois ele e bom para montar time,0
Verdade mas a maioria so olha pra tabela Entendem nada de futebol,0
cala a boca truta xincheiro,1
Tenho nojo do flamengo timinho de torcida terceirizada de nordestinos fedidos que pensa que e carioca da gema quando nao passa de um time que tem mais identificacao com o nordeste do que com o rio Quando se fala em flamengo se imagina um monte de paraibas fedidos e sem agua falando FRAMENGO e com camisa do camelo Respeito o Vasco e o Botafogo esses sim quando se fala em rio de janeiro se lembra deles Saudacoes corinthianas,1
desnecessario ofender o flamengo tudo bem agora envolver outras partes ai ja nao apoio ,0
Dinheiro a gente pega com quem tem Nao com quem ta quebrado,0
Lateral direito dois zagueiros e um atacante ja resolve grande parte dos problemas do Cruzeiro,0
So espero que ele recupere o bom futebol,0
a soberba ela nao acaba kkkkkkkkkkkkk,0
Relaxa Veremos daqui  rodadas Soberba,0
HAHAHAHAAHAHAHAHAHAHAH GAZELA DETECTADA,1
isso e uma bishona daqui a pouco ele fala que se o leicester ganhar a champions ele da ucu,1
Esse negro e o seu pai Sua mae deu pra ele quando jovem,1
Voce ta e na zona sua galinha,1
Com o Botafogo tudo e dificil Eu acredito na classificacao Avante Glorioso Botafogo,0
Esse ano pra vcs foram muitas frustracoes eliminados de tudo que participaram e mais a de ontem ,0
ah vai se fu de voce,1
o fanatismo nao e uma doenca fisica e nem espiritual mas sim uma doenca da ignoranca e odio   ,0
Voces precisam pesquisar melhor a historia do campeonato de  ,0
Nao houve rebaixamento pois existiam duas ligas,0
Ele e ficha suja e esta inelegivel nao sabia,0
kkkkkkkkkkkkkkkkkkkkkkk faz me rir,0
Palmeiras nao tem mundial,0
Inveja matahhhhhhh,0
time de um gol so muiuta sorte,0
O importante e ganhar meu filho acorda pra vida,0
Ei framengo vai ter que se contentar com o cheirinho de bosta do piscinao de ramos kkkkkkk  essa taca nao e pro seu nariz kkkkkk ,1
AS RUBRONECAS PIIIIIIIIIIRA COM CHEIRINHO DE PUM DE PORCO,1
MULAMBOS  SETEM O CHEIRINHO DE HEPICANUNCUKKKKKKKKKK,1
sente o cheirinho do meu peido kkkkkkkkkkkkkkkkkkkkkkkk ,1
o brasil todo  menos a torcida do inter hoje e Corinthians obrigacao e ganhar  ,0
Nao temos timeTemos um bando de jogadores meia bocatodos sem nenhuma qualificacaoBarcaJA,0
ATENCAO NOVA DIRETORIA QUEREMOS UM TIME COMPETITIVO EM   ,0
Traz ele de volta e deixa ele escolher o tecnico ,0
Mas ele vai preso Aguarde,0
Dois mundias com uma libertadores ,0
Futebol argentino e uma piada  So pancadaria e confusao           ,0
A bandidagem continua se escondendo,0
Ele esta feliz em voltar a Bahia menos o povo baiano,0
Sua hora vai chegar,0
SENTE O CHEIRINHO PEIDO DE PORCO NAS SUAS CARAS KKKKK,1
Flamerdas voces tem estadio  Entao nao tem PINICO proprio kkkkkkkkkkkkkkkkkkkk,1
E DALHE DALHE PORCO E DALHE DALHE PORCO CHUP MOLAMBOS FICARAM SO NO CHEIRO,0
quando Deus diz nao nao adianta lutar contra,0
Esse nao roubouao menos nesta gestao,0
Voce e um doente,1
Sua mae nao reclama Joaozinho,1
Ragnar e nome de travesti da Escandinavia,1
Acaba de comprovar a burrice que lhe imputava,1
Entrei so pra ler os comentarios dos peritos,0
Emocionada pela morte ou pela posse,0
Fizeram pericia nas pecas do carro,0
 SERA POLICIA FEZ PERICIA NO CARRO  ESTRANHO NE ,0
Sera que foi sabotagem,0
Melhor investigar a oposicao,0
MENOS UM MAS TEM QUE QUEIMAR LOGO O CORPO DELE ANTES DE CHEGAR NA PORTA DO NEM SEI E POLITICO MESMO  DO INFERNO,1
No Nordeste acontece de tudo ,0
Idiota,0
Errou Sou gaucho e tenho marido,1
o investigador investiga isso vcefdpta,1
Esse ai senta na boneca,1
esse da  Re do Quiibii kkkkk,1
Aposto que ainda vai ser o presidente da camara,0
E a roubalheira continua Esses sao profissionais,0
Banco cheio de problemas governador ,0
So pela metade Voce esta sendo bem otimista,0
Paulo vai to mar no c uu,1
Alex exponha seus argumentos abc,0
Porque vc acha que precisa receber para protestar  sua vida deve estar muito boa  porque para a maioria esta uma bosta  ,1
e tome dinheiro pra industria da seca,0
 Milhoes para Sergipe  e  Milhoes pra Alagoas   Governador de Sergipe e um Bndaum Mesmo ,0
Seca no Amapa so pode ser brincadeira,0
Esse e meu presidente,0
Esse dinheiro ira fazer brotar agua do solo ,0
Mais dinheiro desviado em   ,0
Esses recursos vao sair de onde ,0
Ele vai ser o pior presidente da historia,0
ele nao e presidente  e golpista,0
AECIO E O UNICO CAPAZ DE TRANSFORMAR ESTE PAIS,0
Finalmente o Senador entendeu Parabens,0
Fiquei chocado com essa noticia,0
Voce e meia duzia pensam assim,0
Faltou choque nesse velho hipocrita,1
esses petralhas malditos,1
Passei por aqui so pra deixar meu FORA TEMER,0
MICHELLE temmer SAFADAO TRAIRA,1
lazarentuuuuu,0
Sera muito bom para suas empresas para o povo nao,0
Reforma estrutural no seu rbbono meu nao,1
Pode prender inocente  ,0
Que tornozeleira eletronica,0
hmmmmmmmmmmmisso e uma bichna,1
 Entao e da lojinha da anta,1
e da lojinha da tua mae aquela prostituta,1
Ainda temos que aguentar uma ironia dessa,0
Os netos que devem ter vergonha dele,0
Cara    de    Pau         ,0
Boca mole e bolso e contas bancarias abarrotadas de dolares Sahfado,0
Boca de buxeta,1
O certo seria bun da mole,1
E O PIAUI QUERENDO ASSUSTAR O MUNDO COM ESTA FIGURA OU SO NASCE GENTE FEIA LA,1
Aquela bocarra falando e cuspindo sem contar com um mau halito fetido Nojo,1
Tambem com um nome feio desse Heraclito boca mole virou elogio pra esse ladrao kkkkkkkkkk,1
Esse boca mole tem cara de saco murcho,1
Vermelho nojento deveria levar um tiro na cara bandido ,1
Vagabundo,1
Sapo Demonio seria mais apropriado,1
Relmente o Boca Mole e da mesma linhagem dos Neves,1
A corrupcao e o cupim que corroi a democracia e as instituicoes  ,0
ESSE  CANALHA  E  OUTROS  TINHA  QUE  SER  FUZILADO  EM  PRACA  PUBLICA     ,1
Boca de sapo,1
Sera que o rato vai se ofender se eu fizer uma comparacao com este monte de bosta falante,1
ta nadando em dinheiro entao chamar de boca mole e o que menos importa e um ratao do banhado,1
A corrupcao esta estampada na cara desse individuo,0
Boca de cloaca,1
Parece mesmo com um sapo boi,1
desgracado bandido mais bandido ainda e quem vota numa desgraca dessa  eta povo burro ,1
Raposao politico de profissao  ta no fim da carreira e o Piaui o adora  Eh boca mole eheheh,1
Vai pagar muito boq na cadeia para outros presos com essa boca de buc inchada,1
E tanto deboche tanto escarnio perderam o senso de ridiculo de humilhacao,0
VOCE E INGENUO OU UM PERFEITO IDIOTA ,1
esse balofo vai morrer pela boca ,1
Debil mental ,1
Morra ,1
MELHOR SERIA C U DEPOIS DE DIARREIA,1
Eu ja havia arranjado um apelido para ele aqui em casa ocuquefala,1
Quando esse cara comeca a falar eu mudo de canal,0
que absurdo estou indignado com essa chacota ,0
E tem mulher que se deita com issoate o Todo Feio tem uma filha lindaso nao sei se e dele,1
So de olhar pra cara desse sujeito ja da vontade de vomitar,1
Pior que acho que nao so a boca que e mole Mais feio que este so o Cervero,1
Melhor que Todo Feio mas no presidio vao dar outro apelido pra ele Ruim de Bokket,1
Nao deve ser somente a boca que e moleo falecido nem  sobe mais,1
ALEM DE TUDO E DEBOCHADO ESSA COISA  BOCA DE GELEIA,1
Voce sabe quais os atos enriquecem o curriculo de um bandido Entao esta explicado,0
kkkkkk ,0
Prefiro ver o Lula morto,1
Estourou o placar quanto e isso,0
Cosmo Santiago Larga de ser mortadela e vai procurar emprego ,1
Esses petebas sao piores que asnos puxadores de carroca,1
E a mesma denuncia burrao,1
O pior e que e a quinta ele nem pode contar nos dedos da mao que lhe falta kkkkkkkkkkkk,1
Queremos ele morto,1
ONU  KKKKKKKK ONU e bosta e a mesma coisa seu anta,1
Ele vai  sentir o peru entrar,1
o moro vai sentir o peru do aecio entrarkkkk,1
Carlinha Antinha a servico dos petebas Ridicula,1
E muita denuncia e pouca acao,0
Muita denuncia e pouca acao ,0
Muitas denuncias muitas provas e pouca cadeia ,0
Joao retardado presta atencao na gangue que esta tomando o Brasil de assalto ,1
Entao vamos perdoar o Ladrao so porque a outra turma tambem e nao seria melhor prender todos,0
Todos sabemos e que por causa da pesquisa de ontem no qual ele poderia ser presidente em ,0
Todos ou voce duvidava dessa medida tao rapida do MPF,0
calma tudo e questao de tempo lembra do Cunha,0
So com conviccao nao se prende ninguem ,0
Tanto coxinhas quanto mortadelas SAO PAMONHAS,1
E verdade mas apesar de acha que essas pesquisas sao furadas,0
os politicos sao o reflexo do povo,0
Vai fazer a denuncia e pede para um juiz pegar o caso blz,0
Todo mortadela e vitima de sua propria ignorancia,1
Curitiba esta mais esperta que voces pensam,0
Concordo com o Carlos Isso aqui e lavagem cerebral pra asnos,1
E TEM QUE PRENDER LOGO ANTES QUE ELE FUJA PRA CUBA,0
Vou festejar a prisao desse vermebarbudo mais que o Ano Novo,1
Eu voto em quem ele indicar,0
Kkkkk,0
Olha ai um esquerdopata cmedor de alfafa me negativou  ,1
Pesquisa comprada,0
E SERA MUITO BEM RECEBIDO PELO JUIZ SERGIO MORO,0
Prendam logo o chefe mor da corrupcao,0
Nunca Nao existe materialidade So conviccao ,0
Bebeu creolina malucoVa estudar politica,1
Na verdade  mesmo ja passou da hora ,0
PARA ALGUNS ACEFALOSESTE CIDADAO SE TORNOU UM MITO  MAS A CADA DIA PERCEBEMOS QUE NAO PASSA DE UM RATO LADRAO  ME DIGAM O CONTRARIO ,0
A casa caiu,0
Cade as provas,0
JA VIROU NOVELA CHEGA CANSAMOS,0
Falta pulso,0
Que materia espetacular em Grs,0
Denunciado hoje de novo ok mas preso quando ,0
NUNCA  JAMAIS SERA ,0
O fato e que Nao ha um politico honesto no Brasil,0
Isso ai e a materia ou so o titulo Kd o resto,0
E O QUE ISSO QUER DIZER MESMO ,0
So denuncia mais prender que e bom nada,0
Nao entendi o que ta faltando pra ele ser preso,0
Quando ele sera preso ,0
ESTA CHEGANDO SUA HORA BODE VELHO ASQUEROSO,1
Denuncia  denuncia  denuncia  cadeia quando  ,0
Indiciam e denunciam mas nao prendem,0
o triplex caiu,0
Finalmente ele vai ser preso,0
E os tucanos  reis das delacoes ,0
Quem que era mesmo o Homem mais honesto do Brasil,0
Desordem e Regresso ,0
Srs JUIZES PREDEM LOGO ESTE BANDIDO ,0
Essa noticia e antiga,0
Vai ser preso antes do Natal,0
muito processo pouca gente em cana,0
QueseFODAesseFDP e quem gosta e defende ele tbm,1
Uma enorme e bem recheada pizza,0
Denuncias nao enche barriga precisa fazer valer,0
 indiciacoes em  semana ja pode pedir musica,0
estao tentando desviar o foco ,0
O Serra com  milhoes nada tambem,0
Nao vai dar em nada,0
G CANALHAS E OS COMENTARIOSENFIA LA,1
Ententam uma coisa nao ha denuncia sem provas,0
e um monte de bosta mesmo no minimo e do norte ou nordeste que trabalhar que e bom nao trabalha vive do bolsa familia por isso vai votar no luladrao,1
Cade as algemas,0
Tremendo Gozador esse Daniel Alcantara  Mas se nao for gozacao lhe digo Daniel Deixa de Falar Bosta Daniel,1
tu isso tu aquilo o gauchada boiola kkkk,1
Guy Gay boiola e tu e teu pai,1
Sabe o que e foro privilegiado seu bosta  Burro,1
Vai dar de  pro lulao vai Mas leva viagra,1
Deixem o cara em paz,0
kkkkkk,0
Credo a Globo esta instigando a violencia,0
O filhodaPhuta do Brasil ,1
Quando provar irao para a cadeia,0
ai louca ta nervosinha,1
Luis e mais um que o encantador de burros pegou,1
Eduardo comedor de alfalfa rs,1
Isso porque voce coloca rotulos nas pessoas,0
O encantador de burros pegou mais dois,1
kkk voces sao uns comedias,0
MPF a trabalho dos interesses tucanos e pmdbistas,0
Nao pode ser serio o que acabei de ler,0
tem que investigar quem te deu aula de portugues,0
Porque ele esteve no poder por  anos talvez,0
Brincadeira e vc acreditar realmente nisto,0
Qual deles cade as denuncias,0
Boisonso voce esta errando no uso das virgulas,1
BURRO ASNO TOPEIRA,1
Mulher grossa estupida e ignorante ,1
Por favor nao abram as porteiras para que os Jegues Asnos e Burros nao saiam,1
Alem de burro e analfabeto,1
Hahahahahaha jumento,1
PRIMEIRO VAI APRENDER A ESCREVER IGNORANTE,1
Vai la lamber as bolas dele,1
Que tipo de idiota abestado e voce ,1
Vai lavar panela sua vaca,1
E vc e um idiotao,1
Idiotao E quem e o sabidao,0
Isso NUNCA foi dito miseravel idiota,1
Romulo come bosta,1
Lizzie come bosta,1
ALIENADA ,1
ALIENADOS ,1
Acho que ta faltando provas,0
Esse juizeco do Moro e  um canalha,1
Tinha que ser baianoputz que povinho,1
KKKKK MAIOR LADRAO QUE MERECE A MORTE ,1
Bruno cria um cerebro e pensa,1
Sivil  Vai estudar seu ignorante,1
Silvio que grande asneira seu asno,1
Cala essa boca jumento,1
E serio isso ,0
Pobre BURRO neque apoia a direita,1
Peco mais respeito por favor Falei,0
Entao peco um pouco mais de respeito Falei,0
ohhh doe um dos burros encantado pelo ladrao,1
  GABRIEL  VOCE  DEVE  SER  UM  GRANDE  COVARDE    SE  VOCE  PEIDAR  VOCE  SE  CAGA  TODO          ,1
Esse asno ainda tem meu nome ta de sacanagem,1
kkkkkkkkkkkkk Que idiota,1
psicopata seu doido ,1
Sao paulinos gostam de mamar no cajado,1
Mas ele nao e  do futebol paraguaio,0
Tomara que esteja certo colega,0
No fim vamos ficar com os que ja estao ai,0
flaM E R D AflaF E Z E SEXCREMengo,1
Vc  deve ser retardado  ,1
o cara e bom joga muito,0
Enfia no rab o da sua mae,1
nossa tudo o que eu vejo na pagina do fluminense sao mulambos sem nada pra fazer porque em vez de ficar falando bosta nas paginas de outros times vai fazer uma coisa produtiva,1
Eu acho que voce esta na pagina errada,0
O unico argumento que esse bosta tenta ter e de freguesiaai eu falo que freguesia kkkkkkkkkk os constantes rebaixamentos deixaram esses torcedores do vasquinho debiloides kkkkkkkkkkkkkkk,1
Andre noiado ver se diminue o fumo Ta dificil,1
coloco vc otario ou su amae,1
Que moral idiota quase nem voltaram Kkkkkkkk,0
SRN Sou a R A B U D A do Negao,1
Eu passei na tua mulher e deixei minha g o z a d a,1
Jkkkkkkkkkbosta de clubenao tem dinheiro pra contratar pra comprar camisa mas tem Estadiokkkkkkkkkvice eternopiada do Brasil Segunda eu volto,1
P I R A N H A,1
Fundo do poco mesmo,0
treina num curral Voce viu o CT pronto doente,1
Virou bagunca ,0
Isso e comum com times pequenos,0
Inveja de uma bosta dessa que vai voltar pro lugar dele segundona,1
isso e falta de dinheiro em um clube falido,0
Mais um jogo e o flaF E Z E S sem estadione g l o b o,1
Da ate pena esse time so passa vergonha ,0
Sempre uma varzea Time pequeno e assim mesmo,0
Cala boca o idiota ,1
esse ai e matador,0
Gostei das mudancas Novas estrategias,0
outro asno que nao sabe nada esse artur,1
Esse MITO sabe tudo de futebol ,0
ainda precisa de centroavante e lateral esquerdo,0
Volante centroavante e lateral esquerdo,0
Foi divulgado sim procura ai que tem,0
Esse time em que todos gostam de ceder a cauda,1
e vc e analfabeta,1
Sera que agora ganha copa do Brasil ,0
Que diferenca faz ,0
mas no sao paulo o apressado come C u,1
Anderson Zanin o famoso Corneca    CornoCareca,1
Nao da nem pra comparar fato,0
Verdade e triste mais e verdade ,0
no fim tudo dara certo  Rumo a gloria,0
Entupiu de gols as redes do Cocoxa o mais rebaixado CoritiBIBAS CoritiBICHASCocouto   Porqueira,1
JOGADOR DE TIME PEQUENO,0
Comedor de Trakinas,1
Walter devia lutar SUMO PODERIA SE DAR BEM,1
O gordao ainda fica rindo consegue nem ficar de pe,1
burro,1
o dirigente falou alguma mentira,0
vadio esse walter,1
Ja ta chato essa historia do Walter td ano e isso,0
Nao importa sao os mesmos jogadores,0
Esse sorriso sonata nunca deve ter visto e nem jogado futebol Marcelo e Daniel Alves jogam a anos em times de ponta da europa ja ganharam ds os titulo ja estiveram varias vezes na selecao do mundo e vem esse bosta falar q eles sao ruins,1
quem e o reserva desse capaz de vir o reserva,0
onde tu viu isso,0
se vier e um otimo reforco,0
Se vier  sera  um bom reforco,0
excelente jogador  sera titular ao lado do Jo,0
seja bem vindo que faca um bom trabalho,0
BOA GOSTEIKKKKKKKKKKKKKKKK,0
Karen vai lavar a louca q ta suja,1
nossa traz mais uma ai pra nos beber gostei da  do Parmerda neleskkkkkkkkk,1
E  CHORO  CONTINUA SENDO LIVRE,0
Bem vinda ao maior e melhor clube do planeta,0
Intao se vc nao ganhar nd e pk e ruim msm,0
Ta com cara de quem peida na farofa kkkkkkk,1
DEVOLVE MEU NICK MARICA DESOCUPADO,1
Esta enganado ,0
voce esta desinformado,0
Ele foi sincero Corram atras,0
Falou o cara que nao sai da pagina verde,0
o choro e livre,0
aprende a escrever cavalo ,1
vc e bi da b sem mundial tanbem kkk,1
vc e chacota bi da b sem mundial kkk,0
mais um sem mundial bi da b lesma verde  kkkkk,1
Nossa Anselma bibona invejosa sem criatividade,1
Essa mina tem cara de cavalo ,1
Ricardo tem cara de cavalo mas e uma potranca,1
O empresario desse rapaz e simplesmente magico,0
Seja feliz,0
Venda casada ,0
Que otima noticia para a massa atleticana,0
nem deveria ter contratado,0
Esse tem um empresario bom,0
Libera rapido antes que os turcos desistam,0
Eis que a sorte bate a porta ,0
Tem alguem disponivel pra levar no aeroporto,0
Jogando o milho e sentando no sabugo ne maria,1
A quanto tempo voces nao disputa uma libertadores,0
Cheiro de coco aqui,1
seu nome ja disse tudo e um maria mesmo,1
Pq eles precisam trabalhar ,0
GUILHERME SEU IDIOTA,1
Lurdinha burra,1
quando foi isso,0
alo sua vai botar ovos suas fracast ,1
MIERDAS,1
Alguem falou em helicoptero,0
falou tudo,0
time bosta cai gigante nunca kkkk,1
bi sexual ne e o unico bi que vo tem mane,1
Com essas contratacoes as frangas vao tomar no oi,1
Quem esse time,0
time de me r da,1
Vendido foi a sua mae aquela vaca,1
Vai chupar uma banana bixo histerico,1
Pior cego e o burro,0
E muita idiotice pra um cara so kkkkkkkkkkkkkk,1
Adinaldo Bibinha,1
Ja nao basta um Senador cagar para uma decisao do STF agora um advogado batendo de frente com um Juiz kkkkk Brasil um pais de inversao de valores,1
JOao Ostral um idiota assumido Que beleza ,1
ahh  esqueci vagabundo nao trabalha,1
Se o seu dinheiro for fruto de corrupcao vc devera ser preso sim ,0
SUA BATATA JA ESQUENTOU SEU BEBADO E LADRAO DO POVOCADEIA NELES DRSERGIO MORO ,1
DEFECA PELOS DEDOS,1
e com o a nus faz outra coisa,1
E os vermes do psdb Aaaa isso nao vem ao caso  ,1
adoooooooooooro cala boca fela da p,1
ADVOGADO DE BANDIDO E BANDIDO IGUAL E TEM QUE SER EXTERMINADO,1
IDIOTA APARELHADO,1
ACHO QUE O AECIO NAO TELEFONOU PARA O JUIZECO HOJE TA DANDO PITI DE SAUDADES KKKKK,1
Idiota,1
IDIOTA APARELHADO,1
A mamis ja foi ne Mas eu chamo sua mulher  de mamis Sabe nada inocente,1
AdiANALdo  A prega no final continua firme e forte ,1
Igual a da sua mamis Uma prega indestrutivel  kkkkkkkkkkk,1
Ruy vc acreditava no Japa da Federal tb ne Jumento,1
Entrou no seu fedidinho Junior  Esse ui e proprio da sua gayzisse,1
Doeu o buraco do coxa,1
Doeu o buraco do peta,1
O dia do seu macho vai chegar Aguarde compre lenco pro choro Esterco humano,1
Alexandre esta maluco so pode comeu titica quando crianca,1
Olha se fosse assim ja tinham prendido e esquartejado o luladrao e kd ,1
E isso  ai Rafael aqui esta  cheio de analfabeto querendo dar pitaco,1
Junior no nome e marmota nas atitudes Ooooooo sujeitando tapado,1
vai se tratar doente,1
idiota,1
Eternos alienados e analfabetos PeTralhas,1
andre tu e uma besta  ,1
Uma so e pouco Besta ao quadrado ,1
Acordem Trouxinhas A casa esta caindo,0
E muito bom ver mortadelas desesperadasnervosas nos comentarios alheioskkkkkkk,1
