text,offensive
Nosso alvo e Nacional e nao municipalaonde todos se DOBRARAO,0
VAI NO CEMINTERIO ESTA MAIS LOTADO CHEIO DE INOCENTES MORTOS PELAS MAOS DESSES VERMES,0
Boca de sapo,1
mauro e demente kkkkkkka guerra fria ja acabou faz tempo,1
Com o Botafogo tudo e dificil Eu acredito na classificacao Avante Glorioso Botafogo,0
So uma pergunta O que seria do Real Madri e Barcelona sem os estrangeiros ,0
kkkkkk ,0
Exercicio de logica elementar Se o PSDB que ganhou a maioria das cidades e foi o grande vencedor das eleicoes supostamenteb perdeu para os votos nulos imagina os vermelhos kkkkkk FORAM VARRIDOS Em SP entaoPrimeiro turno Um passeio,0
esse ze e  muito burro cara empresario corre solto e muita grana envolvida,0
Depois de tanto roubar nada melhor do que passear,0
 indiciacoes em  semana ja pode pedir musica,0
ja temos umseu abestado,1
 O grande erro foi ter entregue aquela ponta de terra no extremo sul do Brasil,0
Enquanto isso o teori segura a bronca no stf,0
DEFECA PELOS DEDOS,1
O flaM E R D A vai aproveita o JUIZ e os BANDEIRINHAS no profissional em ,1
Olha ai Sergio moro ela dando vacilo kkk pega ela pow,0
Esse povo nao esta nem ai pro Brasil so querem ser contra,0
Hahahahahaha jumento,1
Eu que nao entendi seu Edsonda para explicar a duvida melhor,0
nao importa de qual partido e a bandidagem e sistemica Enquanto ficarmos discutindo pardidarismo e comporativismo o combate a corrupcao sempre sera velado Forro privilegiado em pais com alto nivel de corrupcao e uma afronta a etica e a moral,0
E tem mulher que se deita com issoate o Todo Feio tem uma filha lindaso nao sei se e dele,1
Vai que Neymar faz um gol contra para agradar o Messy,0
O cara que coloca  chiquinho  para  cirino e gabriel para jogar nao pode ser normal,0
Demente total ,1
O Foguinho tem a Conmebosta kkkkk,1
andre tu e uma besta  ,1
presidio e lugar pro sujeito pagar seus pecados e nao ficar num resort de ferias,0
Imperador isso e balela Entao as outras nao sao adversarios de verdade E o mesmo que eu dissesse que Anderson Silva nunca pegou oponente de verdae quando pegou um bom wrestling perdeu duas ,0
Anderson Zanin o famoso Corneca    CornoCareca,1
E a farra dos ministros POLITICOS  e mais gente do governo com aviao da FAB quem paga a conta esse corte na carne nao existe Agora se  viajassem em aviao de carreira ai se acreditava ,0
Esse time em que todos gostam de ceder a cauda,1
kkkkkkkkkkkkk Que idiota,1
O Uruguai mais uma vez ira receber a escoria do Brasil,0
o cara e bom joga muito,0
THIAGO SANTOS EH MELHOR Q GABRIEL FERNANDINHO E CIRINO JUNTOS PQ O GARORO N JOGA,0
Aproveita e deixa essa capivara por ai,1
Ainda temos que aguentar uma ironia dessa,0
Quando esse cara comeca a falar eu mudo de canal,0
AVANTE  MEDIDAS o Brasil clama por elas pra cima dos corruptos Cadeia neles,0
Da para fazer uma lista com mais de cinquenta itens Se tivessemos um Governo do Povo e para o Povo  tudo seria diferente Temos Governantes que so pensam no enriquecimento proprio,0
era o cheiro da bucelta da sua mae,1
ESTA ANTA  QUE ESTA AI AGORA SO FAZ CADA UM DE NOS SOFRER ENQUANTO  SE BANQUETEIA COM OS NOSSOS SALARIOS VAI EMBORA  E LEVA SEUS AMIGOS ANTASGOLPISTAS E SAFADOS COM VOCE,1
O Serra com  milhoes nada tambem,0
PARA ALGUNS ACEFALOSESTE CIDADAO SE TORNOU UM MITO  MAS A CADA DIA PERCEBEMOS QUE NAO PASSA DE UM RATO LADRAO  ME DIGAM O CONTRARIO ,0
agora e do setor eletrico que ninguem quer investigar,0
Luis e mais um que o encantador de burros pegou,1
Seriam grandes clubes afinal sempre tiveram jogadores nacionais que fizeram historia,0
Joao Claudio lamento Minha resposta nao foi publicada ,0
Mauro e dementekkkkkkquem ta lutando por poder sao voces apoiando bandidos no poder,1
 temporadas pelo RALA e  titulos kkkkkkkkkk Messi em  anos de Barca tem  titulos,0
Verdade mas a maioria so olha pra tabela Entendem nada de futebol,0
 Por isto ele usa o pseudonimo  de SURREAL bidu ,0
Em compensacao de vez em quando leva ,0
Nossa Anselma bibona invejosa sem criatividade,1
O Pentateuto que nome estranho acredite Sua capacidade de discernir ainda pode ser resgatada,0
VAMOS MASSA ATLETICANA LOTAR O MINEIRAO PARA APOIAR A ARGENTINA DE LUCAS PRATTO,0
Tambem com um nome feio desse Heraclito boca mole virou elogio pra esse ladrao kkkkkkkkkk,1
E serio isso ,0
Cade as algemas,0
Meus caros amigos enigmaticosNao deveriam comparalo ao Tyson Tyson e um grande mito do boxe  mas que deixou a desejar no lado pessoal  Entao se nao e bom no lado pessoal ou no profissional o cara nao e completo Chequei nesse raciocinio assistindo o Faustao       ,0
Ui Nooooooofa que lindo fofa Nosso galao e mara ne amiga  rajkazblanks ,1
Complicado e colocar o Cirino e Gabriel atacante que nao sabe chutar nao faz gol,0
E ainda reclamam que so ha corrupcao no Brasil ,0
Guy Gay boiola e tu e teu pai,1
Cara que bota preco em ideal nao e idealistaE mercenario,0
NAO E MACONHA    E CANABIS  SEJA MAIS ELEGANTE  NESTE CAITE,0
sempre disseram que a ronda nunca pegou uma adversaria de verdade qdo pegou alguem que bate forte mesmo afinou ela vivia correndo da ciborg pq sabia que ia perder as vezes nem e medo de apanhar e sim de parar de lucrar ,0
Perfeita explicacao fisica Antonio Souza Mas acho que em OC e OT ninguem mais transmite ne,0
Impopular tu ja e Mordomo Cortar na propria carne nao e bem isso mesmo porque nao e tua carne,0
Temos que acabar com esses rotulos de esquerda ou direita Tem politicos corruptos em todos os partidos Vemos com clareza que alguns partidos defendem interesses da elite e outros do povao Outra PMDB e PSDB nao sao partidos sao quadrilhas organizadas,0
ReNew nino vc leu a peca   ou e mais um esquerdopata maionete vai com as outras ,1
QUE LINDINHO ESSE MOCO COM ESSE OCULOS,0
Ela ganhou um Oreo do  Tabare e num milenar ritual esquerdista esta oferecendo ao vento ,0
eta Dra Carmem Lucia a senhora esta se saindo uma grande marqueteira,0
La vem mais um afeminado Peta invadir comentario alheio Uiiiiiiii nojentaaaa,1
foi lindo ver essa incompetente  cair igual Jaca madura ,0
So ganha se ROUBAR senao e CHEIRAO DE F E Z E S mesmo,0
hahahahahahahahaa hahahahahaha E uma piada esse cara ,0
Que carne  Ele nao recebe salario minimo ja e aposentado nao precisa do SUS e muito menos de educacao publica a unica carne que ele esta cortando e da pobre quando politicos e ricos serao atingindos ,0
seja bem vindo que faca um bom trabalho,0
Estou torcendo por um estu pro coletivo ja comprei varios azulzinhos rsrsrs,1
Cala boca o idiota ,1
quem e o reserva desse capaz de vir o reserva,0
AdiANALdo  A prega no final continua firme e forte ,1
IDOLO DO FUDINENSE E SERIE B TEVE QUE ENTRAR NA JUSTICAO PRA NAO CAIR,1
Pq o Morosita recebe ordens externas A ordem nao chegou ainda,1
Roberto o inteligente o mafioso Skaf pergunta Quem  vai pagar o pato,0
So com conviccao nao se prende ninguem ,0
E a direita quer o monopolio do cinismo fingindo que sao probos quando sao tao ou mais ladroes,1
coitadinha quer dizer que a pobrezinha foi vitima de um golpe faz um favor e a leva pra casa,0
O Brasil tambem e uma das maiores economias do mundo e nem por isto e desenvolvido,0
KKKKKKKK COM UNS CARAS DESSES QUEM QUER JOGAR NO FUDINENSE ,1
Aquela bocarra falando e cuspindo sem contar com um mau halito fetido Nojo,1
Que moral idiota quase nem voltaram Kkkkkkkk,0
E a roubalheira continua Esses sao profissionais,0
O fato e que Nao ha um politico honesto no Brasil,0
gerar impopularidade com quem com os eleitores ou com os parlamentares ,0
a bixaria da mortadela ta no desespero,0
ESSA MULHER FAZ CADA COISA,0
Acho que ta faltando provas,0
Sabe o que e engracado e que SIM O POVO VAI PAGAR O PATO RECHEADO E BEM GORDO,0
Vao sentir falta da dentadura e do pao com mortadela,0
e vc e analfabeta,1
Ta com mais moral que o presidento dos coxinhas kkkkkkkkkkkkkkk,1
Aonde a vaca vai o boi vai atrasTa apaixonado,1
adoooooooooooro cala boca fela da p,1
Ele foi sincero Corram atras,0
Para quem nao entende existe sim a transmissao de radio AM aindaem cidades pequenas nos locais mais afastados das capitais  onde fm nao chega nem com chiadosa AM chega ruim mas cheganos  cantoes deste Brasilzao  so AM chega e com muita palha de aco nas anteninhasagora esse povo pode ficar sem este entretenimentopois tv analogica sempre foi luxo a TV digital sera utopiaagora sem AMserao isolados  ate de informacoestudo que eles queriam quem sabe,0
Vai lavar louca dona,1
Alexandre esta maluco so pode comeu titica quando crianca,1
desgracado bandido mais bandido ainda e quem vota numa desgraca dessa  eta povo burro ,1
Corta na propria carne do povao enganado pelo sistema  es goto de televisao,0
Vai taxar dinheiro de doacoes Coitados dos mendigos,0
Cola velcro perdeu o meu respeito,1
aqu nao tem lugar para carne de pescoco o povo gosta so de picanha na parrilla,0
GUILHERME SEU IDIOTA,1
NAO SABIA QUE O URUGUAI GOSTAVA DE TANTA PORCARIA JUNTO,0
Sera que houve uma faxina para a visita da Ministra ,0
E preciso reduzir e muito O custo Brasilia   Reducao de privilegiosreducao numero de deputados e senadoresreduzir numero de instancias recursais no judiciario    ,0
Enfia no rab o da sua mae,1
Jogar no PSG e decrescimo na carreira,0
Nao acredito A barata cascuda deve ter alugado um hotel  estrelas inteiro,1
Deixa pra la Esquece E dificil tentar fazer compreender o basico do basico Bjs Tata,0
Esse pais esta podreque nojo,0
Nao vejo  ir visitar hospitais com criancas idosos e trabalhadores nas linhas finas,0
esses petralhas malditos,1
