text,offensive
sera  que  a   ministra Carmen Lucia presidente do Supremo Tribunal Federal   esta  procurando  vagas  para  os  politicos  ladroes  Bandidooooooooooooooos   no  presidios   que  esta  visitando   kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
Concordo em partes Tem que ter sombra pro Vizeu se nao se acomoda igual ao Jorge,0
Isso mesmo Nao tinha pensado nisso mas e uma hipotese plausivel,0
Sera que houve uma faxina para a visita da Ministra ,0
Torra se absurdo com politicos militares judiciario e o problema e o velhinho que com  pega um salario minimo,0
DEVOLVE MEU NICK MARICA DESOCUPADO,1
No videogame igual aos fas alienados dele kkkkkkkkkkkkkk,0
ADRIANO   IMPERADOR    E   WAGNER  LOVE  E  RONALDINHO   E  FABIO  LUCIANO,0
Vc  deve ser retardado  ,1
TODO ESPECIALISTA TEM QUE MENTIR PRA SE DAR BEM,0
Vai que Neymar faz um gol contra para agradar o Messy,0
A China possui uma ditadura e e uma das maiores economias do mundo Marcos,0
Luis e mais um que o encantador de burros pegou,1
Galera do PSOL e comunistas em geral apertem o vermelho mesmo,0
Na categoria so TJ tem chance consideravel Cruz tambem mas menos no entanto ainda apostaria em Cody Ja contra Aldo ele nao seria o favorito Aldo usaria  bem os jabs e os low kicks e faria uma luta estrategica,0
Viadage total isso ai,1
ELE VAI JOGAR DE GRACA KKKKK SEU RETARDADODAQUI A SEIS MESES ELE VAI FICAR MAIS RICOE VCS SEM TITULOS SEM VITORIA E O CHEIRINHO DE JOELHO PODRE AUMENTARA CUSTO BENEFICIO ZEROENTENDEU SID NOIAKKKKKKKKTA COM DIARREIA MENTALKKKKK,1
Denuncia  denuncia  denuncia  cadeia quando  ,0
Que comentario de bosta foi esse deve acompanhar muito o futebol europeu pra fazer um comentario desse,1
DERROTADA nas Urnas em que urnas ahahahh ate onde ganharam perderam pra votonulo ahahahh,0
Olha os caras fazendo algo de util e de interesse publico,0
se vier e um otimo reforco,0
vc e bi da b sem mundial tanbem kkk,1
Por que nao se reuniu com os parentes das vitimas,0
MICHELLE temmer SAFADAO TRAIRA,1
Antonio Oliveira A VENEZUELA A GASOLINA VALE   CENTAVOS DE DOLAR NEM POR ISSO E POTENCIA,0
Bauza retranqueiro vai botar pra cacar o neymar podem tirar print,0
Nao da nem pra comparar fato,0
Esse povo nao esta nem ai pro Brasil so querem ser contra,0
Com certeza essa lista contem  de politicos  Lamentavel,0
sou obrigado sei sim so nao quero nao sou perfeito esqueco as vezes rs ,0
Alexandre esta maluco so pode comeu titica quando crianca,1
Pouco conhecimento da leiatodos sao iguais depois de julgados e condenados exceto militares,0
Credo a Globo esta instigando a violencia,0
nao entendi a colocacao podre  onde  pais  nao e no pais,0
aha ta bom vou acreditar mentirinha nao acredito nao ,0
Ridicula vergonha para a familia e para o filho,1
Sao paulinos gostam de mamar no cajado,1
STJDacorda essa pagina e rubro negraseu viceADO,0
Sua hora vai chegar,0
O Roberto adora a palavra acefalo De tanto ouvir ele incorporou ao vocabulario pobre e inculto,1
OS LARAPIOS ESTAO SE REAGRUPANDO TEM QUE PRENDER LOGO OS CHEFES NAO SEI PORQUE A DEMORA,1
Falta muito pra chegar ao maior artilheiro de todos a grande genio da area Romario,0
O governo nao tem e nem pode ter carne A carne que estao cortando e do povo via deservicos publicos ,0
kkkkkkkkkkkk tulio nao ele conta ate de golzinho no asfalto,0
Eduardo comedor de alfalfa rs,1
Voces sao idiotas ou se fazem Voces sabem que ele e do executivo e quer que interfira nos outros poderes Esses salarios sao vinculados a texto constitucional se informem mais nao que ele seja santo mas pra nao passarem vergonha de falar coisa que nao sabem,1
VAI NO CEMINTERIO ESTA MAIS LOTADO CHEIO DE INOCENTES MORTOS PELAS MAOS DESSES VERMES,0
KKKKKKKK COM UNS CARAS DESSES QUEM QUER JOGAR NO FUDINENSE ,1
Esta vendo a possibilidade de asilo politico ja que em breve recebera ordem de prisao,0
Mas nao vai ter um tupamaro ja foi tirado do poder ela aki nao forma,0
Concordo com o Carlos Isso aqui e lavagem cerebral pra asnos,1
realmente  mais o brasil  tem que muda essa situacao  se nao   nunca saira desse  mar de lama  ,0
Relaxa Veremos daqui  rodadas Soberba,0
Ganhou com BILHOES roubados da Petrobras BNDES e Furnas,1
Entrou no seu fedidinho Junior  Esse ui e proprio da sua gayzisse,1
Deve ser Ela nao iria desrespeitar o Fidel fumando um charuto no Uruguai,0
o teucuquente porem continua dando adoidado,1
o brasil todo  menos a torcida do inter hoje e Corinthians obrigacao e ganhar  ,0
Em discurso Cristiano declarou Para de me secar NETO,0
Mulher grossa estupida e ignorante ,1
E tem mulher que se deita com issoate o Todo Feio tem uma filha lindaso nao sei se e dele,1
Dali ele foi pro Panama para acabar de esconder o butim,0
 Um Brasil de amanha Ele disse porem o amanha e agora o que esta se falando aqui e de uma recuperacao do pais a longo prazo  anos isso se ate la com este governo que esta bem ai o Brasil ja nao estiver afundado de vezVai vendo,0
A historia desse cara com o moleque que subiu no octagon pra receber o cinturao e muito louca O cara pode ate ser sangue no olho mas o que ele fez pra ajudar o moleque nao e qualquer um que faz,0
nao esqueca da justica tb juizes desembargadores etc etc,0
Silvio que grande asneira seu asno,1
Ela deveria levar o Renan Calheiros junto com ele mas ele ficaria la mesmo,0
Maria detected Vai BeijarumsacoW,1
Gosto delaNo STF e a unica que sabe o que diz e entende o que escuta,0
ONU  KKKKKKKK ONU e bosta e a mesma coisa seu anta,1
Seus baitola vem fazer na mao vou dar um Murro certeiro nessa tua cara feia da porrrra,1
Essa velha deve ter grana la O pedecana ganhou casa la de um empresario do RGS,1
esse da  Re do Quiibii kkkkk,1
Todos ou voce duvidava dessa medida tao rapida do MPF,0
nao e ofensa e curiosidade mesmo  sabe tipo estudo dos animais ,0
Ta jogando bem mais na selecao nao tem mais chance   Thiago Silva marquinhos Miranda sao melhores  ,0
Enfim uma iniciativa com vistas no futuro e nao so na proxima eleicao,0
Muita denuncia e pouca acao ,0
Essa noticia e antiga,0
Nao tem aquela frase  so nascendo de novo  Para o Brasil so colonizando de novo,0
 para o Judiciario Acreditam mesmo neste indice ,0
Quando ele sera preso ,0
Paulo Bertazzi  o que voce quer e uma ditadura de novo,0
O que o Carlinhos Brown ta fazendo aivai cantar as babaquices dele,0
SE ZE CONTINUAR NAO VAMOS GANHAR NADAEM HORAS DECISIVAS SEMPRE ERRA,0
Cruz credo dessa bosta,1
Unico que compre ena no Brasil sao os pobres Seus bando de hipocritas hipocritas e hipocritas,0
Cortando na propria carne aumentando em  os gastos com propaganda ta bom,0
A leveza de um paralelepipedo e a honestidade de um NOVE DEDOS,0
Finalmente o Senador entendeu Parabens,0
E o fim Desisto do meu pais ,0
O cara vai chupar uma piroca  vai,1
Querendo se aparecer porq nao vai visitar as vitimas desses estrumes  Lamentavel ,1
Mano na boa Messi ja foi eleito o melhor fora de outro time Se for seguindo esse teu criterio Pele George Best Maldini Iniesta  Garrincha e muitos outros sao uns BOSTAS pois esses citados nunca foram os mesmo em outros times e algunsMaldini e Iniesta nunca chegaram a jogar por outros clubes  Pele jogou por  anos no Santos e ninguem disse nada ,0
minha diretoria e transparente e nao mente igual a  de voces nao tudo q o flamengo fala e concreto e fato tem credibilidade,0
Ententam uma coisa nao ha denuncia sem provas,0
Se depender do STF Manda soltar todo mundoE com aposentadoria Ainda por cima,0
Mas ele so pipoca quando a coisa aperta sempre foi assim,0
Idiota,0
Assinado Molambo iludido KKKK Sv,1
Foi divulgado sim procura ai que tem,0
quanta gente raivosa que horror,0
UM ES CRO TO DESSES E VERME MESMO,1
Podiam retirar dos lucros dos bancos ,0
E tanto deboche tanto escarnio perderam o senso de ridiculo de humilhacao,0
O pior e que e a quinta ele nem pode contar nos dedos da mao que lhe falta kkkkkkkkkkkk,1
RUBRONECAS,1
Lurdinha burra,1
As radios sao controladas por politicos so precisavam do presidente certo pra ganhar o presente Muita gente  vai xiar o AM tem maior alcance,0
Melhor do mundo,0
Mano na boaAngelim  volte pro video game rapaz O cara fala Messi ja foi eleito o melhor fora de outro time  E por acaso o Pele foi considerado melhor em outro  Ele no Cosmos ja estava no final de carreira Nao existe isso de tem que provar em outro clube Se for seguindo essa tua logica Iniesta e uma bosta segundo voce,0
O importante e ganhar meu filho acorda pra vida,0
Esse ai senta na boneca,1
