txt,has_anger
"vai lá confiar em empresas de tecnologia, anões.eu disse que vpn e qualquer email, principalmente protonmail não são confiáveis.aí está… a conta do protonmail em pessoa entrando em contato com a gorda de meia tonelada para entregar o goec. eles vão entregar o goec por conta própria, sem nenhum pedido das autoridades bostileiras.e nem tem ameaça no email, mas apenas um aviso.entendem: só existe proteção e liberdade se você for esquerdista. se for de direita, seu lugar é na cadeia condenada a 41 anos de prisão por crime de opinião.",1
@dukaazz1 obrigada mpttt. oh para o ano também vou querer que tires + de 95 senao tás a falhar,0
vou finalmente vê aladin obg,0
@adinhaxz já ia chorar,0
@rocketexol @sehunsober segui mô,0
o povo se passa demais,0
"eu estou cansado, estou cansado de sexo casual, estou cansado da minha rotina, estou cansado do meu emprego, estou cansado das minhas amizades, meu circulo social diminuiu drasticamente. eu moro sozinho e uma parte de mim só quer ficar jogando nos fins de semana, outra parte quer sair, conhecer pessoas novas, gostar de alguém, etc. acontece que não consigo gostar de alguém, geralmente acho as pessoas fúteis e perco o interesse até antes de tentar algo.eu sinto que eu tenho um lado bom e o lado ruim e eles ficam competindo para ver quem ganha. tudo o que prometo, comento com alguém não vai para frente. ou eu desisto no meio do caminho ou acontece alguma merda gigantesca para que não funcione. parece uma maldição e por mais que eu tente não contar para alguém o que quero fazer, eu vou e conto. eu já tentei muita coisa para mudar e ter uma vida melhor, mas parece que quanto mais mexo, mais escuro fica.eu irei tentar fazer uma inscrição para um curso e já me apareceu obstáculos para que eu use o dinheiro do curso para limpar a merda que acontece simplesmente do nada.",1
"temos anões cristãos aqui?então, anões, depois de um ano em um namoro merda com uma mulher que queria vadiar, resolvi mergulhar de cabeça na minha religião. nesse processo, conheci na minha igreja uma depósito branquinha, dois anos mais velha que eu, corpão, ""inteligente"" e tudo mais. sempre a via durante os cultos, mas nunca dei muitas fornicações, apesar de ela ser a mais bonita da igreja e ela me passar a imagem de ser metida. até que eu resolvi confirmar se ela de fato era metida. adicionei-a no cancro e começamos a conversar.no início, ela veio com papo de amizade, mas depois eu fui conseguindo chegar onde queria. ela veio me dizer que procurava um homem escolhido de deus pra ela, pois queria casar e não queria assumir relacionamento com uma pessoa a não ser por isso.saímos algumas vezes, eu nem estava acreditando muito que eu tinha conseguido sozinhos e com amigos, até que ela começou a se fechar comigo, disse que queria falar algo comigo pessoalmente. nos encontramos e ela disse estar chateada, pois queria muito que tivéssemos algo porque eu era o tipo de homem que ela buscava, mas que deus tinha dito a ela que o nosso relacionamento não era pra acontecer.isso é e foi, pra mim, algo difícil de aceitar e acreditar, assim como outras coisas do movimento pentecostal a igreja é uma assembleia. isso já aconteceu com algum anão daqui?",1
"boa tarde, anões. sou o >>49889 e trago boas notícias.hoje é o quarto dia que estou usando 5mg de escilex todos os dias antes de dormir, e posso dizer que já estou me sentindo muito melhor. quase que da noite pro dia minha ansiedade evaporou, aquela tristeza/vazio no peito estão começando a desaparecer, me sinto mais alegre, motivado, falante. estou perdendo a vontade de ficar hostilizando as pessoas na minha mente, de ficar me isolando às vezes bate aquela vontade de sair correndo e ficar sozinho, de ficar escoiceando os outros com palavras. as coisas estão melhorando, e rápido. este novo tratamento está sendo bem melhor que o antigo.na próxima semana, quando eu dobrar a dose de 5mg para 10mg, voltarei com mais relatos.",1
"mulher e lixo anoes, todo mundo sabe que o macho sempre sera mais forte que a femea, mulher nenhuma no mundo aguenta trocar com um homem com mais de 1,80 de altura, a atriz que faz capita marvel eu dou um soco nela ela cai duro no chao",1
eai fake ,0
"""dessa água não bebereis""

*5 min depois* ",0
"antes que eu tente outra vez e dessa vez consiga te esquecer, no seu lugar eu me dava amor pra não me perderrrrrrrrrrrrr",0
">>29304e tem diferença? ambos estão lutando pela própria questão étnica, porém em frentes diferentes. não é muito diferente se você enxerga à partir do que une esses judeus, e não pelo que os diferencia. >>29307mas força aplicada a que propósito? porque por sua lógica, os judeus sofreram grandes reveses históricos, mas hoje ditam as regras internacionais… e aí?",1
">>9681aproveitando, esse livro tem informações sobre o marighella? eu quis buscar informações se ele (marighella) torturava em suas táticas de guerrilha, mas porra, você só acha informação da esquerda endeusando o cara.esse livro menciona algo dos feitos esquecidos do marighella? podem recomendar algum outro que o faça?",1
">>62415>imagino que você use do papo machista […]o que a merda eu acabei de ler, homem.",1
">>28370a pergunta deve ser, quem disse que a tecnologia israelense é avançada? pelo contrário, a tecnologia israelense é refugo dos eua, a diferença é que eles fazem coisas muito boas com essas tecnologias, os israelenses são grandes engenheiros, agora, daí para ser avançada é outra história, até porque israel nem tem dinheiro para bancar tecnologia de ponta.e veja só, que estupidez é essa? por que caralhos a pm quer máquina que tira umidade do ar? qual o sentido dessa merda? por que é mais eficiente que beber água normal?>é a água mais limpa do mundo porque vem do ar, não do chãoé justamente o contrário, por isso não se deve beber água da chuva.",1
role com trono lgbt temos ,0
a perfeição meu pai,0
">>61078ela só vai considerar caras feios por necessidade e depositagem. mas o cara bonito continuara sendo objeto de desejo, continuará sendo o ideal…continuará molhando a calcinha dela.você é brainlet assim ou é porquê tá muito cedo?",1
basta ter um bom papo kkkkk,0
@artskidz seguro me responde minho ,0
gigante dentro e fora de campo @coachconceicao 💪 ,0
queria tá beijando na boca,0
🦄 - você vai sonhar com algo que vai acontecer tempos depois 🦊💞,0
">ain, por que a depósito faz xqi baixo, amigo. burrice e hormônios. qual a dificuldade de entender que a depósito é um ser burro e histérico, e que essa é a causa de todos os problemas que nós temos? vá lá fora na rua e converse com umas 10 pessoas, garanto que vai ficar sabendo de um marido traído, um fodido pagando pensão, um filho de mãe solteira largado na frente do pc. talvez você seja acusado de estupro e vá preso. por que isso acontece? porque alguma histérica de baixa inteligência ou fez o que não devia, ou não fez o que devia.a resposta é só essa, amigo. qualquer problema no mundo é por causa desses dois fatores. por que na arábia saudita o homem não cria porra alheia? por que no iêmen a depósito fica de boca fechada? porque nesses lugares o homem sabe que a depósito é burra e histérica. enquanto você não admitir que a depósito é histérica, burra e só faz merda, vai continuar sofrendo por ter esperanças que nunca se realizarão. não tem outra explicação, nem no mgtow, nem no conservadorismo, nem no cristianismo, nem no lookismo e muito menos no incelismo. a depósito é e sempre será merda, então onde ela for levada a sério também é e sempre será merda. se sobrarem duas depósitos no mundo, uma criará intriga com a outra. um forte abraço.",1
@cynaramenezes @jeanwyllys_real quer comprar??? ,0
">>54851isso aí é perigoso, cara. você pode ter um aneurisma cerebral, que pode dilatar quando você transa ou faz muito esforço físico. eu acho que tenho um, já que meu avô tinha também e há o fator genético,  um dos agravantes disso é a pressão alta, fumo, excesso de bebida alcoólica, sedentarismo, má alimentação e sono irregular. eu era bem saudável até o início do ano, depois virei neet e perdi os meus bons hábitos, a minha saúde foi pra merda e em um dia aleatório, quando eu estava treinando na academia, fiz muito esforço e a minha cabeça começou a doer de forma aguda, a dor persistiu por alguns dias  e vinha sempre que a minha atividade cardiovascular aumentava.enfim, procure um médico e adote bons hábitos.",1
@chaomendespg três #señorita,0
"- vc gosta dele? 
- nao deus me livre  

eu olhando pra pessoa: ",0
"meu pau mede cerca de 14 centímetros, aí aquela parte que eu não consigo desenrolar da camisinha perto da base fica estrangulando meu pau e a cabeça que é bem grande fica espremida dentro da camisinha também, que coisa horrível, isso é normal? eu comprei uma camisinha mais larga pra ver se resolvia o problema mas é a mesma merda, será que pelo menos a mais fina como vai ter menos espessura de borracha pra desenrolar resolveria o problema de ficar estrangulando na base?qual tipo os anões de pinto pequeno usam?",1
", baseada facção, muito mais moralidade que a merda do estado bostileiro.",1
">>60337primeiramente, pare de fumar. isso é feio. termine com sua namorada, use a desculpa de precisar de um tempo pra pensar. passei pela mesma situação que você. decidi que era melhor aproveitar a vida enquanto sou jovem e bonito.",1
">>56196esses caras geralmente não sabem de porra nenhuma. é 2018 e você tem internet, vai se dar muito melhor sozinho do que pedindo ajuda a alguém que não tem interesse real em te ajudar.",1
"boa noite!me chamo x, eu irei transformar uma cidade conhecida hoje por certos cachorros quentes e assaltos em um polo de segurança e tecnologia. tenho forte influência separatista.irei fazer de tudo para me eleger ano que vem como prefeito dessa cidade.pretendo me filiar ao novo, ao psl ou ao ptb, já que meu pensamento é bem favorável a liberdade (infelizmente brasil tem essa de só conseguir se candidatar tendo partido).quais estratégias vcs me aconselham a usar? quero suas idéias, pensamentos, conselhos até essa eleição de 2020.",1
estou estressado. minha moranga é uma montanha russa e as vezes eu não estou preparado. mas está de boa.,1
>>47588você consegue dar prazer para sua namorada com a penetração?eu tenho 116 centímetros e sou bem inseguro.,1
"@sweetsociopath @snurglez @hstysoft anjo ?? tudo bem sua opinião jsjajaka eu ia surtar mas deus bateu na minha cabeça e falou""filho n faça isso a opinião é dela""",0
esse trabalho de sociologia tomou meu feriadin inteiro,0
"mesmo depois da polêmica toda do james corden, eu ainda gosto sobre como ele consegue fazer >>>todos os meninos da oned<<< se sentirem completamente confortáveis no late late show, como se eles tivessem em casa e esbanjando elogios em suas direções. isso é >>muito<< satisfatório",0
“eu mesmo já estava a desconfiar que sou homem”,0
"marxism, freedom, and the state——————————-by mikhail bakunin——————from: chapter 3 of ""marxism, freedom, and the state""—————————————————-link:, for its own preservation, must necessarily be powerful as regardsforeign affairs; but if it is so as regards foreign affairs, it willinfallibly be so as regards home affairs. every state, having to let itselfbe inspired and directed by some particular morality, conformable to theparticular conditions of its existence, by a morality which is a restrictionand consequently a negation of human and universal morality, must keep watchthat all its subjects, in their thoughts and above all in their acts, areinspired also only by the principles of this patriotic or particular morality,and that they remain deaf to the teachings of pure or universally humanmorality. from that there results the necessity for a state censorship…the state is government from above downwards of an immense number of men, verydifferent from the point of view of the degree of their culture, the nature ofthe countries or localities that they inhabit, the occupation they follow, theinterests and the aspirations directing them–the state is the government ofall these by some or other minority; this minority, even if it were a thousandtimes elected by universal suffrage and controlled in its acts by popularinstitutions, unless it were endowed with the omniscience, omnipresence andthe omnipotence which the theologians attribute to god, it is impossible thatit could know and foresee the needs, or satisfy with an even justice the mostlegitimate and pressing interests in the world. there will always bediscontented people because there will always be some who are sacrificed.besides, the state, like the church, by its very nature is a great sacrificerof living beings. it is an arbitrary being, in whose heart all the positive,living, individual, and local interests of the population meet, clash, destroyeach other, become absorbed in that abstraction called the common interest,the public good, the public safety, and where all real wills cancel each otherin that other abstraction which hears the name of the will of the people. itresults from this, that this so-called will of the people is never anythingelse than the sacrifice and the negation of all the real wills of thepopulation; just as this so-called public good is nothing else than thesacrifice of their interests. but so that this omnivorous abstraction couldimpose itself on millions of men, it must be represented and supported by somereal being, by living force or other. well, this being, this force, has alwaysexisted. in the church it is called the clergy, and in the state–the rulingor governing class.and, in fact, what do we find throughout history? the state has always beenthe patrimony of some privileged class or other; a priestly class, anaristocratic class, a bourgeois class, and finally a bureaucratic class,when, all the other classes having become exhausted, the state falls or rises,as you will, to the condition of a machine; but it is absolutely necessary forthe salvation of the state that there should be some privileged class or otherwhich is interested in its existence. and it is precisely the united interestof this privileged class which is called patriotism.…it is true that the most imperfect republic is a thousand times better than themost enlightened monarchy, for at least in the republic there are moments when,though always exploited, the people are not oppressed, while in monarchies theyare never anything else. and then the democratic regime trains the masseslittle by little in public life, which the monarchy never does. but whilstgiving the preference to the republic we are nevertheless forced to recogniseand proclaim that whatever may be the form of government, whilst human societyremains divided into different classes because of the hereditary inequality ofoccupations, wealth, education, and privileges, there will always be minoritygovernment and the inevitable exploitation of the majority by that minority.the state is nothing else but this domination and exploitation regularised andsystematised. we shall attempt to demonstrate it by examining the consequenceof the government of the masses of the people by a minority, at first asintelligent and as devoted as you like, in an ideal state, founded on a freecontract.suppose the government to be confined only to the best citizens. at firstthese citizens are privileged not by right, but by fact. they have beenelected by the people because they are the most intelligent, clever, wise, andcourageous and devoted. taken from the mass of the citizens, who are regardedas all equal, they do not yet form a class apart, but a group of menprivileged only by nature and for that very reason singled out for electionby the people. their number is necessarily very limited, for in all times andcountries the number of men endowed with qualities so remarkable that theyautomatically command the unanimous respect of a nation is, as experienceteaches us, very small. therefore, under pain of making a bad choice, thepeople will be always forced to choose its rulers from amongst them.here, then, is society divided into two categories, if not yet to say twoclasses, of which one, composed of the immense majority of the citizens,submits freely to the government of its elected leaders, the other, formed ofa small number of privileged natures, recognised and accepted as such by thepeople, and charged by them to govern them. dependent on popular election,they are at first distinguished from the mass of the citizens only by the veryqualities which recommended them to their choice and are naturally, the mostdevoted and useful of all. they do not yet assume to themselves any privilege,any particular right, except that of exercising, insofar as the people wishit, the special functions with which they have been charged. for the rest, bytheir manner of life, by the conditions and means of their existence, they donot separate themselves in any way from all the others, so that a perfectequality continues to reign among all. can this equality be long maintained?we claim that it cannot and nothing is easier to prove it.nothing is more dangerous for man's private morality than the habit ofcommand. the best man, the most intelligent, disinterested, generous, pure,will infallibly and always be spoiled at this trade. two sentiments inherentin power never fail to produce this demoralisation; they are: contempt forthe masses and the overestimation of one's own merits.""the masses,"" a man says to himself, ""recognising their incapacity to governon their own account, have elected me their chief. by that act they havepublicly proclaimed their inferiority and my superiority. among this crowd ofmen, recognising hardly any equals of myself, i am alone capable of directingpublic affairs. the people have need of me; they cannot do without myservices, while i, on the contrary, can get along all right by myself: they,therefore, must obey me for their own security, and in condescending tocommand them, i am doing them a good turn.""is not there something in all that to make a man lose his head and his heartas well, and become mad with pride? it is thus that power and the habit ofcommand become for even the most intelligent and virtuous men, a source ofaberration, both intellectual and moral.but in the people's state of marx, there will be, we are told, no privilegedclass at all. all will be equal, not only from the juridical and politicalpoint of view, but from the economic point of view. at least that is what ispromised, though i doubt very much, considering the manner in which it isbeing tackled and the course it is desired to follow, whether that promisecould ever be kept. there will therefore be no longer any privileged class,but there will be a government and, note this well, an extremely complexgovernment, which will not content itself with governing and administering themasses politically, as all governments do to-day, but which will alsoadminister them economically, concentrating in its own hands the productionand the just division of wealth, the cultivation of land, the establishmentand development of factories, the organisation and direction of commerce,finally the application of capital to production by the only banker, thestate. all that will demand an immense knowledge and many ""heads overflowingwith brains"" in this government. it will be the reign of scientificintelligence, the most aristocratic, despotic, arrogant and contemptuous ofall regimes. there will be a new class, a new hierarchy of real and pretendedscientists and scholars, and the world will be divided into a minority rulingin the name of knowledge and an immense ignorant majority.[14] and then, woebetide the mass of ignorant ones!such a regime will not fail to arouse very considerable discontent in thismass and in order to keep it in check the enlightenment and liberatinggovernment of marx will have need of a not less considerable armed force. forthe government must be strong, says engels, to maintain order among thesemillions of illiterates whose brutal uprising would be capable of destroyingand overthrowing everything, even a government directed by heads overflowingwith brains.you can see quite well that behind all the democratic and socialistic phrasesand promises of marx's programme, there is to be found in his state all thatconstitutes the true despotic and brutal nature of all states, whatever may bethe form of their government and that in the final reckoning, the people'sstate so strongly commended by marx, and the aristocratic-monarchic state,maintained with as much cleverness as power by bismarck, are completelyidentical by the nature of their objective at home as well as in foreignaffairs. in foreign affairs it is the same deployment of military force, thatis to say, conquest; and in home affairs it is the same employment of thisarmed force, the last argument of all threatened political powers againstthe masses, who, tired of believing, hoping, submitting and obeying always,rise in revolt.[written fifty years before the formation of the soviet union, the firststate to declare itself a marxist, state-socialist, ""dictatorship of theproletariat."" would you say bakunin's predictions about a workers' state areaccurate? there can be no true revolution through a political party. we mustwork in free, anarcho-syndicalist unions if we are to truly abolish state andcapitalist power. in the words of le français, ""those who make revolutions byhalves do but dig themselves a grave.""]",1
"porra, anões, sou jovem, sou magro, mas não consigo correr 2 minutos na esteira. minhas canelas doem pra caralho. já comprei um tênis novo, mais leve, mas mesmo assim não consigo correr na esteira. eu fico puto porque tenho que parar não por estar cansado, mas pela perna estar doendo. às vezes penso em desistir e passar a fazer bicicleta ao invés de esteira, mas acho que tenho que continuar tentando pra acostumar e uma hora parar de doer. só que não pára. alguém já passou por isso e tem alguma dica?",1
@nbhdtwenty amiga eu já cai pra platina 4 umas mil vezes saudades do meu ouro quando eu ganhava ponto de graça o jeito é jogar com bot mesmo,0
">>28712obrigado pelas palavras.sou analista da justiça do trabalho.e você? é de que área?tenho uma boa experiência com concursos. qualquer dúvida, me pergunte. talvez eu possa ajudar.",1
"om que é isto brasil? 😲👉“não trabalhei em nenhum gabinete, não”: funcionária fantasma de carlos bolsonaro mora em mg e nunca pisou na câmara de vereadores do rio. @dcm_online",0
@brunogomasyt estás desculpado ahahaha,0
"estou com um pequeno incômodo na ponta da uretra e uma ardência na mesma região ao urinar, pode ser gonorréia?",1
">>27206>deixando a palavra ""aponham"" em negrito para tentar me chamar de analfabetoapor está certo seu imbecil do caralho. você que é o analfabeto e retardado aqui. entendeu, seu perdedor do caralho? cabaço como o felipe gringo. nada surpreendente.>batendo na tecla de que sou cirofag porque vim lembrar vocês de que o eneas era um protecionista e não ficava falando essas besteiras liberais que o bolsonaro usou como sustentação econômica nos debatesclaramente, ser um liberalzinho de merda compromete (e muito) a potencialidade de fazer esse país exportador de commodities crescer. bolsonaro não vai ter recursos para fazer nem metade do que quer. não entende nada do que propõe, aliás. ele já foi comprado por uma elite estrangeira que está o usando para representar seus interesses.enéas, quem mais denunciou intervenções internas no nosso país e melhor elaborou um projeto econômico consistente, fechado e protecionista para o nosso país, teria vergonha de você, por isso eu digo: não aponha bolsonaro a enéas.você representa a panelinha de moleques retardados que vieram do cancro para forçar a imagem do bolsonaro nos chans.>no meu trabalhovocê deve ter no máximo uns 20 anos e esse deve ser seu primeiro emprego. você é só um moleque burro e que merece um tiro na nuca.",1
">>26824>na época de mises ser um social-democrata é diferente do sentido que possui hoje.sim, social-democratas eram mais para esquerda do que são hoje.>antes socialistas e social-democratas eram inimigos mortaissim, mas isso não fazia os social-democratas serem de direita, a racha entre comunistas e social-democratas se originou da apoio dos segundos a ww1 e a um conflito teórico, os social-democratas acreditavam que o capitalismo não estava suficientemente desenvolvido para uma revolução, mas ambos tinham o mesmo objetivo, isso só muda com a grande depressão e a ascensão do keynesianismo, por isso a minha dúvida se mises realmente se definiu como social-democrata em vida.>ele considerava que o estado devia tomar conta de algumas atividades como exército e saúde,isso não define um social-democrata, nem hoje nem na época de mises.> mas lógico que não achava que a carga tributária deveria ser 50% do pib (como também não existia nenhum país próximo disso).olha, nunca procurei muito sobre, mas a julgar pelos dados com o que eu me deparo as vezes, é bem possível, por exemplo, se eu me lembro bem as taxas alfandegárias americanas já chegaram a 50% no começo do século xx.>a ideia atual de análise econômica em se considerar todas as variáveis possíveis nasceu de bastiat e de say (outro queridinho dos libertários). a lei de mercados de say (considerada até hoje irrefutável) é diretamente oriunda dos ensinamentos de ambos, mesmo apenas um deles tendo a formulado.assim como a ética, a epistemologia e dialética dos antigos gregos ainda são conceitos usados até hoje, mas não é o que define a filosofia moderna como tal, entende? o que define a economia moderna como ""economia moderna"", ou seja o que a difere das outras escolas de pensamento econômico que vieram antes, é a síntese neoclássica.>isso daí é mais uma questão de filosofia, possível de debates longos e sem conclusão. eu mesmo nunca me aprofundei nisso. se focar nisso é uma estratégia que socialistas usavam para descartar mises e não ter que discutir sobre as ideias palpáveis dele.a questão é a praxeologia é usada como uma metodologia nos escritos de mises, todos o que ele escreveu se pauta na ideia da ação humana, mas eu também não posso desacreditar a praxeologia ou o pragmatismo econômico, ambos tem criticas um sobre o outro e infelizmente nessa eu vou ter que ficar em cima do muro.",1
taekook namoraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0
feriado tá um tédio kkk,0
"a minha força vem de ti, senhor. o teu amor por mim não mudou, continua o mesmo. me ajude a continuar e a não desistir. eu preciso cada dia mais de ti.",0
">>59396tenho 20 anos, moro só em um kitnet e já deixei de foder uma garota com vergonha desse barraco aqui. muita pobreza.pior de que não ter um lugar para foder, é ter e não poder usar.",1
"atividade física é realmente necessário ? a única coisa que eu faço é subir os morros desta merda de cidade caminhar, eu queria começar a fazer algo em casa, já que não vou pra academia e não acho econômico comprar coisas para fazer exercícios em casa.",1
franciele vicente? — passo kkkk ,0
"seriosamente, caras, saiam do chan. que loop do caralho.fiquei 1 semana fora desta merda e nada mudou. os assuntos discutidos sempre são os mesmos. nunca muda, nunca mesmo. estou pegando a fornicação fora novamente.",1
">>59629não existe isso de gosto. todas as mulheres são atraídas pelas mesmas características faciais.""gosto"" pra mulher é no máximo se ele prefere loiros ou morenos ou k-popers afeminados ou peludos machões. mas em termos de rosto é sempre a mesma merda.se o que você falou fosse verdade, isso aqui do gráfico jamais seria possível.>>59633não dá pra ver direito a cara deles, mas de fato o queixo do cara é meio recessed. porém ele é alto e não parece ter as outras características que eu citei, sobretudo não tem nw3+, e sim uma cabeleira aparentemente nw0. não consigo ver a cara da mulher.não nego que homem feio pegue mulher, mas hoje em dia é algo raro e quando acontece tende a ser inconsistente como a foda. o cara tem que abordar 100 pra arrumar uma que rapidamente lhe dispensa, a maioria das vezes sem nem rolar sexo, ou tem que recorrer a uma namorada abaixo de seu looksmatch.também existe betabuxx, nunca esqueça. betabuxx é prostituição vitalícia.",1
a minha vontade de estudar tá como a vontade do félix de ficar no benfica 💤,0
hoje eu to só a yang ,0
">>60206você já sentiu o vazio do qual estou falando, anão?eu prefiro mil vezes a tristeza.a tristeza motiva. olhar para a vagabunda do filme deveria me deprimir, e dessa solidão eu buscaria por uma saída. a tristeza é uma lembrança que há motivos para lutar. sem ela eu fico acomodado no fracasso.a única auto-confiança que estou sentindo é a confiança da estagnação eterna.o homem evoluiu para copular, anão.  não quero virar um mago.",1
"@normose_ sim, mas mudam de ideias em vídeos que divulgam ideias. através do teu canal elas absorvem as ideias e então ou mudam de opinião ou não.

concordo com o propósito do debate ser showbussiness e que a dialética mudam as ideias. (+)",0
>>26980562você  o chama de burro injustamente e quer que ele fale direito contigo? faça-nos o favor.,1
"eu só sei dar exatamente 4 conselhos p minhas amigas:
1- corta o cabelo
2- termina esse namoro   
3-amiga faz uma terapia
4-ve se n ta pensando com a buceta, amiga",0
">>46624o meu também é assim, quando eu tento abaixá-lo, dói. pra vocês terem uma ideia, eu nunca me masturbei, pois só o atrito da minha mão com o pênis, já me faz sentir dor pelo fato do meu pênis ser duro como a foda. a propósito, estou meia bomba, eu sinto mais prazer do que quando estou 100% ereto. e quando estou ereto, o corpo dele fica mais fino.eu já li em algum lugar sobre isso e é devido a uma fibrose causada pela circulação do sangue ou algo do tipo.é triste saber que eu sou incapaz de transar. a tadalafila dilata os vasos sanguíneos, será que pode ser uma solução? seria constrangedor eu me submeter a uma cirurgia e ter que falar isso pros meus pais.",1
"fiquei com uma depósito algumas vezes e estávamos conversando desde então, principalmente pelo ziptzopt. a bem da verdade, ela que me procura para manter o contato. às vezes, é até cringe, porque ela puxa conversa com uns assuntos nada a ver. mas não é sobre isso que eu quero falar. o que ocorre é que ela disse que iria passar o carnaval no rio de janegro. a impressão que eu tenho é que ela vai querer ficar comigo novamente depois do carnaval. mas eu não sei muito bem como lidar com isso. me sinto um otário, apesar de nós não termos nada sério e firmado. como devo lidar com essa situação?",1
"caralho, falhei, sou o anão >>35871não direi , percebi que estava fazendo da maneira errada. não parava de pensar em me masturbar por não conseguir manter minha cabeça ocupada, isso já estava gerando estresse. quando tiver que me esforçar ao máximo, mudo esse costume junco com minhas indisposições.",1
">>60166sinceramente, ignore anão. busque não pensar, se quando for inevitável, lembre de que agora é você com ela, ela quis estar com você. tornar esses pensamentos frequentes vai fazer transparecer em você insegurança e ciúme, pior coisa que ela pode perceber. se você começar a pensar, ficará louco.",1
"só passando para avisar, que esse governo é tão merda quanto qualquer um dos anteriores.e sobre o gibeira ser impichadodeposto, ou ter renunciado, vai ser feijoada. pois (((quem))) controla a porra toda, não quer mais confusão ou troca de poder.",1
">>12196vê-se que você conhece pouco da profissão, anão. somos todos humanos, não é porque alguém se forma em psicologia que se torna automaticamente imune à algum transtorno. é uma prática bem comum no meio, aliás. já viu médico se tornar imune à gripe só por ser médico?",1
">>26658582se isso acontecer, a internet vai morrer. como as pessoas migraram do cancro para o gab, elas vão migrar da internet para o tor ou outras redes. esse movimento já está acontecendo, inclusive. o futuro parece ser de menos controle, não de mais. cada medida de controle gera uma resposta pior. a europa tentou controlar a internet há anos e só fomentou o ódio e os reacionários que criaram redes de comunicação paralelas.",1
"tirei bebida!

tento parar mas não tem jeito, sim! ",0
">>63446anão talvez voce ja seja, apenas não sabe.>>63454sim, vai ter uma hora que sua pitanga vai pedir para fazer com voce e outro.>>63474por isso é importante conversar essas coisas antes de tudo, porque se voce falar não depois de ter feito, tu vai ser chifrudo para o resto da vida. >>63481é bem isso, porque se voce falar não, é contagem regressiva para a vida bovina.anões, esqueçam essa historia de ver filmes, voce tem que conhecer a sua pitanga ou deposito, se ela for uma garota mais aberta, ela vai pensar, se for mais conservadora, pode ate aceitar, mas um dia vai querer o troco.essa brincadeira de menage tem que ser feito por gente que não tem neura, e sabe diferenciar as coisas, se não voce vai acabar com o seu relacionamento com a pitanga. se vc quer dar um trepada em outra mulher, contrate uma meretriz e seja feliz.",1
eu nasci ele já tava velho eu vou morrer e ele vai continuar velho ,0
"olha o tipo de ""crise"" que é noticiado pela mídia. é por isso que digo que todo grifinorista é um filho da puta canalha.",1
"caras, uma dúvida:estou fazendo o ppl do metalicarpa, mas sempre falho no supino e tem se tornado absolutamente frustrante. o que gostaria de saber é, ainda que prefira o peso livre, posso utilizar uma maquina de supino para aplicar o overload e aumentar os pesos toda a sessão de treino? é seguro, como não tenho spotter é uma opção para não estar sempre derrubando a barra encima de mim.o que acham?",1
fingindo que esse final de periodo não ta me matando ,0
"e tá errado?
todo mundo sabe que na indústria musical dificilmente tu vê uma mulher negra retinta fazendo sucesso e dinheiro como a beyonce, rihanna, 
quanto mais clara, melhor pra eles. ",0
"""do cristianismo só gosto da festa junina, do vinho quente, dos feriados e dos pecados.""

- nietzsche ",0
"anões,tenho 28, trabalho com tecnologia e estou desempregado faz um mês.sempre tive problemas com ansiedade, depressão e toc e, no momento, as coisas estão mais pesadas.sinto muito sono e uma falta de energia tremenda. é como se eu vivesse com sono. eu até tenho ideias e vontades, mas na hora de agir eu sinto algo que me traz pra baixo. como um interruptor que liga/desliga minhas vontades. e geralmente nessas horas que eu ""desligo"", eu volto pra minha cama e durmo. ou seja - não consigo produzir nada.meses atrás eu corria, cheguei a perder 21 kgs em 4 meses, e mesmo com essa vontade de dormir, eu ainda fazia minhas coisas. o problema é que essa falta de energia tem me consumido de uma forma muito forte.alguém já passou por isso? o que fez pra melhorar?enquanto escrevo, sinto meus olhos já querendo fechar.",1
", atrasam e destroem civilizações.não são os caras bons que precisam mudar, mas sim essas vadias sem limites.por que é tão difícil achar uma juuhachigou-san? não que o cara tenha que ser um kuririn da vida, também, mas porra, as depósitos de porra atrasam muito a sociedade influenciando-a negativamente.o verdadeiro problema é que para ser um homem ""badboy"" no brasil atual, o cara precisa se animalizar cada vez mais. nos eua isso também é muito vigente.peguemos o exemplo dos mais jovens, faixa entre 16 e 21 anos. o que tem de moleque se enchendo de tatuagem, ingerindo altas doses de drogas pesadas e jogando no lixo qualquer perspectiva ética, profissional, social e espiritual para agradar as ""novinhas"".e sabe o que é pior? a maior parte dos homens se submetem a isso. se transformando em cafajestes, badboys e malandros. chega a ser incrível como os homens que eu conheço se juntam com qualquer lixo e ainda se sentem o máximo por isso.foi observando isso que cheguei à conclusão de que o estado natural do homem é o escravocetismo.",1
"sempre vai ter alguém pra dizer que não vai da certo, não caia nessa.. 😉",0
vários nada nesse feriado 😪😂,0
